Nb de candidats ayant fait au moins un vœu confirmé PP 2025;Nb de candidats ayant fait au moins un vœu confirmé PP 2024;Nb de candidats ayant fait au moins un vœu confirmé PP 2023;Nb de cddt ayant au moins une proposition Parcoursup 2025;Nb de cddt ayant au moins une proposition Parcoursup 2024;Nb de cddt ayant au moins une proposition Parcoursup 2023;Etablissement;Type de formation de la scolarité;Niveau d'études
1 516;1 373;1 460;1 230;1 219;1 324;Université Paris 1 Panthéon Sorbonne;Licence;1ère année d'études supérieures
163;181;180;138;173;173;Université Paris 1 Panthéon Sorbonne;Licence;2nd année d'études supérieures
189;160;122;155;129;108;Université Paris 1 Panthéon Sorbonne;Licence;3ème année d'études supérieures
2;5;3;2;3;2;Université Paris 1 Panthéon Sorbonne;Licence;4ème année d'études supérieures ou plus
3;5;2;2;6;2;Université Paris 1 Panthéon Sorbonne;Licence professionnelle;1ère année d'études supérieures
;1;;;;;Université Paris 1 Panthéon Sorbonne;Licence professionnelle;2nd année d'études supérieures
3;0;0;2;;1;Université Paris 1 Panthéon Sorbonne;Licence professionnelle;3ème année d'études supérieures
6;4;16;7;5;16;Université Paris 1 Panthéon Sorbonne;Licence sélective;1ère année d'études supérieures
2;1;1;2;1;1;Université Paris 1 Panthéon Sorbonne;Licence sélective;2nd année d'études supérieures
5;2;1;4;1;;Université Paris 1 Panthéon Sorbonne;Licence sélective;3ème année d'études supérieures
0;0;0;;;;Université Paris 1 Panthéon Sorbonne;Master;2nd année d'études supérieures
;0;;;;;Université Paris 1 Panthéon Sorbonne;Master;3ème année d'études supérieures
106;87;60;123;86;74;Université Paris 1 Panthéon Sorbonne;Master;4ème année d'études supérieures ou plus
0;;;;;;Université Paris 1 Panthéon Sorbonne;Mise à niveau, Année préparatoire, Mention complémentaire;Année préparatoire aux études supérieures
1;;;1;;;Université Paris 1 Panthéon Sorbonne;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
;1;;;1;;Université Paris 1 Panthéon Sorbonne;Prépa formation du secteur social (prépa Educ. spécialisé, ...);Année préparatoire aux études supérieures
3;3;1;2;2;2;Université Paris 1 Panthéon Sorbonne;Semestre passerelle/rebond;1ère année d'études supérieures
0;;0;;;;Université Paris 1 Panthéon Sorbonne;Terminale;Année préparatoire aux études supérieures
0;0;0;;;;Université Paris 1 Panthéon Sorbonne;Terminale;Terminale
;1;1;;1;;Université Paris Cité;Année préparatoire à la capacité en droit;Année préparatoire aux études supérieures
72;40;40;49;34;32;Université Paris Cité;Année préparatoire au DAEU;Année préparatoire aux études supérieures
23;21;30;17;19;27;Université Paris Cité;Autre formation du supérieur;1ère année d'études supérieures
5;6;4;4;5;5;Université Paris Cité;Autre formation du supérieur;2nd année d'études supérieures
4;3;3;4;3;4;Université Paris Cité;Autre formation du supérieur;3ème année d'études supérieures
9;12;4;10;11;5;Université Paris Cité;Autre formation du supérieur;4ème année d'études supérieures ou plus
0;;;;;;Université Paris Cité;BTS - BTSA - BTSM;1ère année d'études supérieures
0;;;1;;;Université Paris Cité;BTS - BTSA - BTSM;2nd année d'études supérieures
17;15;9;11;13;9;Université Paris Cité;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Année préparatoire aux études supérieures
;1;;;1;;Université Paris Cité;CLPES;Année préparatoire aux études supérieures
;;0;;;;Université Paris Cité;C.M.I - Cursus Master en Ingénierie;2nd année d'études supérieures
;1;1;;1;2;Université Paris Cité;CPGE;1ère année d'études supérieures
65;45;20;41;36;22;Université Paris Cité;DEUST;1ère année d'études supérieures
72;28;13;46;28;12;Université Paris Cité;DEUST;2nd année d'études supérieures
1;2;2;1;2;2;Université Paris Cité;DEUST;3ème année d'études supérieures
;;1;;;1;Université Paris Cité;DEUST;4ème année d'études supérieures ou plus
345;319;255;278;273;218;Université Paris Cité;Diplômes d'université ou d'établissement;1ère année d'études supérieures
15;7;6;10;6;6;Université Paris Cité;Diplômes d'université ou d'établissement;2nd année d'études supérieures
21;;;17;;;Université Paris Cité;Etudes de santé;1ère année d'études supérieures
1;;;1;;;Université Paris Cité;Etudes de santé;2nd année d'études supérieures
1;;;2;;;Université Paris Cité;Etudes de santé;3ème année d'études supérieures
0;;;;;;Université Paris Cité;Formations des écoles d'ingénieurs;3ème année d'études supérieures
10;3;5;8;;4;Université Paris Cité;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
2 614;2 543;2 528;2 337;2 282;2 399;Université Paris Cité;Licence;1ère année d'études supérieures
259;213;153;222;184;135;Université Paris Cité;Licence;2nd année d'études supérieures
188;148;126;163;127;121;Université Paris Cité;Licence;3ème année d'études supérieures
7;3;1;5;2;1;Université Paris Cité;Licence;4ème année d'études supérieures ou plus
0;4;0;1;3;;Université Paris Cité;Licence professionnelle;1ère année d'études supérieures
;;1;;;1;Université Paris Cité;Licence professionnelle;2nd année d'études supérieures
0;1;3;;1;2;Université Paris Cité;Licence professionnelle;3ème année d'études supérieures
25;21;20;25;19;20;Université Paris Cité;Licence sélective;1ère année d'études supérieures
1;2;2;1;1;1;Université Paris Cité;Licence sélective;2nd année d'études supérieures
;1;0;;1;;Université Paris Cité;Licence sélective;3ème année d'études supérieures
0;;1;;;1;Université Paris Cité;Master;2nd année d'études supérieures
64;49;36;67;50;47;Université Paris Cité;Master;4ème année d'études supérieures ou plus
0;;;;;;Université Paris Cité;Mise à niveau (MANAA, MANH, ...);Année préparatoire aux études supérieures
;;0;;;;Université Paris Cité;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
;;0;;;;Université Paris Cité;Prépa formation en soins infirmiers;2nd année d'études supérieures
4;10;4;2;8;4;Université Paris Cité;Prépa formation en soins infirmiers;Année préparatoire aux études supérieures
1;2;;;2;;Université Paris Cité;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);2nd année d'études supérieures
1;1;2;;1;2;Université Paris Cité;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);3ème année d'études supérieures
2;2;1;3;1;1;Université Paris Cité;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);4ème année d'études supérieures ou plus
222;212;119;211;198;115;Université Paris Cité;Prépa PASS (Médecine, Pharmacie, Sage femme, Dentiste, Kiné);Année préparatoire aux études supérieures
3;3;4;1;4;5;Université Paris Cité;Semestre passerelle/rebond;1ère année d'études supérieures
;0;;;;;Université Paris Cité;Semestre passerelle/rebond;2nd année d'études supérieures
1;;;1;;;Université Paris Cité;Semestre passerelle/rebond;3ème année d'études supérieures
0;0;;;;;Université Paris Cité;Terminale;Année préparatoire aux études supérieures
;0;;;;;Université Paris-Dauphine;Année préparatoire au DAEU;Année préparatoire aux études supérieures
0;2;3;1;2;3;Université Paris-Dauphine;Autre formation du supérieur;1ère année d'études supérieures
0;1;;1;1;;Université Paris-Dauphine;Autre formation du supérieur;3ème année d'études supérieures
;;0;;;;Université Paris-Dauphine;Autre formation du supérieur;4ème année d'études supérieures ou plus
;1;;;1;;Université Paris-Dauphine;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Année préparatoire aux études supérieures
;1;;;1;;Université Paris-Dauphine;DEUST;1ère année d'études supérieures
16;7;8;6;6;5;Université Paris-Dauphine;Diplômes d'université ou d'établissement;1ère année d'études supérieures
8;1;;4;1;;Université Paris-Dauphine;Diplômes d'université ou d'établissement;2nd année d'études supérieures
0;;;;;;Université Paris-Dauphine;Formations des écoles d'ingénieurs;1ère année d'études supérieures
0;1;;;1;;Université Paris-Dauphine;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
72;81;86;63;80;88;Université Paris-Dauphine;Licence;1ère année d'études supérieures
8;9;5;9;10;6;Université Paris-Dauphine;Licence;2nd année d'études supérieures
6;9;6;6;9;6;Université Paris-Dauphine;Licence;3ème année d'études supérieures
;;0;;;;Université Paris-Dauphine;Licence professionnelle;3ème année d'études supérieures
18;22;22;16;24;22;Université Paris-Dauphine;Licence sélective;1ère année d'études supérieures
2;4;3;1;5;3;Université Paris-Dauphine;Licence sélective;2nd année d'études supérieures
0;1;1;;1;1;Université Paris-Dauphine;Licence sélective;3ème année d'études supérieures
1;;;1;;;Université Paris-Dauphine;Master;2nd année d'études supérieures
14;8;5;20;12;8;Université Paris-Dauphine;Master;4ème année d'études supérieures ou plus
;;0;;;1;Université Paris-Dauphine;Semestre passerelle/rebond;1ère année d'études supérieures
;;0;;;;Université Paris-Dauphine;Terminale;Terminale
;1;;;;;Université Paris Lumière;Année préparatoire à la capacité en droit;Année préparatoire aux études supérieures
;1;0;;1;;Université Paris Lumière;Autre formation du supérieur;1ère année d'études supérieures
0;;;;;;Université Paris Lumière;Autre formation du supérieur;4ème année d'études supérieures ou plus
0;;;;;;Université Paris Lumière;BTS - BTSA - BTSM;1ère année d'études supérieures
0;;1;;;;Université Paris Lumière;Licence professionnelle;3ème année d'études supérieures
;0;;;;;Université Paris Lumière;Master;1ère année d'études supérieures
0;0;0;;1;;Université Paris Lumière;Master;4ème année d'études supérieures ou plus
5;4;2;3;2;1;Université Paris Panthéon Assas;Année préparatoire à la capacité en droit;Année préparatoire aux études supérieures
2;1;4;2;1;6;Université Paris Panthéon Assas;Autre formation du supérieur;1ère année d'études supérieures
;;0;;;;Université Paris Panthéon Assas;Autre formation du supérieur;2nd année d'études supérieures
0;1;;;;;Université Paris Panthéon Assas;Autre formation du supérieur;3ème année d'études supérieures
2;2;5;4;2;3;Université Paris Panthéon Assas;Autre formation du supérieur;4ème année d'études supérieures ou plus
;0;;;;;Université Paris Panthéon Assas;BTS - BTSA - BTSM;1ère année d'études supérieures
;;0;;;;Université Paris Panthéon Assas;BTS - BTSA - BTSM;2nd année d'études supérieures
1;1;1;1;;1;Université Paris Panthéon Assas;C.M.I - Cursus Master en Ingénierie;1ère année d'études supérieures
;0;;;;;Université Paris Panthéon Assas;C.M.I - Cursus Master en Ingénierie;2nd année d'études supérieures
;0;6;;;5;Université Paris Panthéon Assas;CPGE;1ère année d'études supérieures
1;0;;1;;;Université Paris Panthéon Assas;CPGE;2nd année d'études supérieures
;0;1;;;;Université Paris Panthéon Assas;DEUST;1ère année d'études supérieures
;0;;;;;Université Paris Panthéon Assas;DEUST;2nd année d'études supérieures
6;5;2;7;4;3;Université Paris Panthéon Assas;Diplômes d'université ou d'établissement;1ère année d'études supérieures
2;1;0;2;1;1;Université Paris Panthéon Assas;Diplômes d'université ou d'établissement;2nd année d'études supérieures
1;;;1;;;Université Paris Panthéon Assas;Formations des écoles de commerce et de management;1ère année d'études supérieures
;1;;;;;Université Paris Panthéon Assas;Formations des écoles d'ingénieurs;3ème année d'études supérieures
0;;;;;;Université Paris Panthéon Assas;Formations des écoles d'ingénieurs;4ème année d'études supérieures ou plus
;1;;;1;;Université Paris Panthéon Assas;Formations préparatoires à l'enseignement supérieur;Année préparatoire aux études supérieures
318;285;345;277;253;321;Université Paris Panthéon Assas;Licence;1ère année d'études supérieures
34;35;35;36;40;42;Université Paris Panthéon Assas;Licence;2nd année d'études supérieures
23;25;27;29;30;29;Université Paris Panthéon Assas;Licence;3ème année d'études supérieures
0;;;;;;Université Paris Panthéon Assas;Licence;4ème année d'études supérieures ou plus
0;2;0;;2;1;Université Paris Panthéon Assas;Licence professionnelle;1ère année d'études supérieures
0;1;;;;;Université Paris Panthéon Assas;Licence professionnelle;2nd année d'études supérieures
1;;1;;;2;Université Paris Panthéon Assas;Licence professionnelle;3ème année d'études supérieures
3;4;8;2;3;6;Université Paris Panthéon Assas;Licence sélective;1ère année d'études supérieures
;1;0;;1;;Université Paris Panthéon Assas;Licence sélective;3ème année d'études supérieures
1;;;1;;;Université Paris Panthéon Assas;Master;1ère année d'études supérieures
;;1;;;1;Université Paris Panthéon Assas;Master;2nd année d'études supérieures
;;0;;;;Université Paris Panthéon Assas;Master;3ème année d'études supérieures
26;18;12;29;19;18;Université Paris Panthéon Assas;Master;4ème année d'études supérieures ou plus
1;1;;;;;Université Paris Panthéon Assas;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Année préparatoire aux études supérieures
1;1;1;1;1;1;Université Paris Panthéon Assas;Semestre passerelle/rebond;1ère année d'études supérieures
;1;;;1;;Université Paris Panthéon Assas;Semestre passerelle/rebond;4ème année d'études supérieures ou plus
;;0;;;;Université Paris Panthéon Assas;Terminale;Terminale
0;1;0;;1;;Université Sorbonne Nouvelle Paris 3;Année préparatoire à la capacité en droit;Année préparatoire aux études supérieures
37;29;50;26;28;40;Université Sorbonne Nouvelle Paris 3;Année préparatoire au DAEU;Année préparatoire aux études supérieures
7;5;12;6;3;14;Université Sorbonne Nouvelle Paris 3;Autre formation du supérieur;1ère année d'études supérieures
2;1;1;2;1;1;Université Sorbonne Nouvelle Paris 3;Autre formation du supérieur;2nd année d'études supérieures
1;2;0;1;3;;Université Sorbonne Nouvelle Paris 3;Autre formation du supérieur;3ème année d'études supérieures
3;1;2;1;;2;Université Sorbonne Nouvelle Paris 3;Autre formation du supérieur;4ème année d'études supérieures ou plus
0;1;0;;;;Université Sorbonne Nouvelle Paris 3;BTS - BTSA - BTSM;1ère année d'études supérieures
1;;;1;;;Université Sorbonne Nouvelle Paris 3;BTS - BTSA - BTSM;2nd année d'études supérieures
5;1;1;6;1;2;Université Sorbonne Nouvelle Paris 3;Classe de remise à niveau (Scientifique, pour entrer en BTS, ...);Année préparatoire aux études supérieures
0;;;1;;;Université Sorbonne Nouvelle Paris 3;DCG;1ère année d'études supérieures
3;0;1;1;;1;Université Sorbonne Nouvelle Paris 3;DEUST;1ère année d'études supérieures
0;0;;;;;Université Sorbonne Nouvelle Paris 3;DEUST;2nd année d'études supérieures
30;13;10;19;11;8;Université Sorbonne Nouvelle Paris 3;Diplômes d'université ou d'établissement;1ère année d'études supérieures
4;9;1;4;5;1;Université Sorbonne Nouvelle Paris 3;Diplômes d'université ou d'établissement;2nd année d'études supérieures
2;;;2;;;Université Sorbonne Nouvelle Paris 3;Etudes de santé;1ère année d'études supérieures
0;0;2;;1;2;Université Sorbonne Nouvelle Paris 3;Formations d'art, de design et du spectacle vivant;1ère année d'études supérieures
;0;;;;;Université Sorbonne Nouvelle Paris 3;Formations d'art, de design et du spectacle vivant;3ème année d'études supérieures
