Nb de candidats ayant fait au moins un vœu confirmé PP;Nb de cddt ayant au moins une proposition Parcoursup;Etablissement;Type de formation de la scolarité;Profil synthétique candidat;Sexe;Académie de rattachement
52;52;ECOLE GEN.ET TECHNOL.PRIVEE SAINT JOSEPH;Terminale;Lycéens de Terminale;F;Versailles
41;38;ECOLE GEN.ET TECHNOL.PRIVEE SAINT JOSEPH;Terminale;Lycéens de Terminale;M;Versailles
1;;Ecole Internationale Bilingue Etoile;CPGE;Etudiants (réorientation, mise à niveau);F;Paris
0;;Ecole Internationale Bilingue Etoile;Première;Autres;F;Paris
79;73;Ecole Internationale Bilingue Etoile;Terminale;Lycéens de Terminale;F;Paris
66;64;Ecole Internationale Bilingue Etoile;Terminale;Lycéens de Terminale;M;Paris
0;1;Ecole internationale de création audiovisuelle et de réalisation;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
1;1;Ecole internationale de création audiovisuelle et de réalisation;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Créteil
1;;Ecole internationale de création audiovisuelle et de réalisation;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Ecole internationale de création audiovisuelle et de réalisation;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Ecole internationale de création audiovisuelle et de réalisation;Licence professionnelle;Etudiants (réorientation, mise à niveau);M;Créteil
0;1;Ecole Internationale de Management de Paris;BTS - BTSA - BTSM;Non scolarisés;M;Paris
1;;Ecole Internationale de Management de Paris;Certificats de spécialisation et FCIL;Non scolarisés;M;Paris
0;;Ecole Internationale de Management de Paris;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
9;10;Ecole internationale de marketing du luxe de Paris - Réseau des grandes écoles spécialisées;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);F;Paris
0;;Ecole internationale de marketing du luxe de Paris - Réseau des grandes écoles spécialisées;Formations des écoles de commerce et de management;Etudiants (réorientation, mise à niveau);M;Paris
3;3;Ecole internationale de marketing du luxe de Paris - Réseau des grandes écoles spécialisées;Formations des écoles de commerce et de management;Non scolarisés;F;Paris
0;;Ecole Internationale Tunon;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
0;;Ecole Internationale Tunon;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Ecole Internationale Tunon;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Ecole Internationale Tunon;Formations aux métiers de l'hôtellerie restauration;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Ecole Internationale Tunon;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
2;1;Ecole IRIS - Institut des Ressources Informatiques Supérieur;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
1;;Ecole IRIS - Institut des Ressources Informatiques Supérieur;Autre formation du supérieur;Non scolarisés;M;Paris
5;4;Ecole IRIS - Institut des Ressources Informatiques Supérieur;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
8;6;Ecole IRIS - Institut des Ressources Informatiques Supérieur;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
2;2;Ecole IRIS - Institut des Ressources Informatiques Supérieur;BTS - BTSA - BTSM;Non scolarisés;F;Paris
1;1;Ecole IRIS - Institut des Ressources Informatiques Supérieur;BTS - BTSA - BTSM;Non scolarisés;M;Paris
1;;Ecole IRIS - Institut des Ressources Informatiques Supérieur;Formations professionnelles;Etudiants (réorientation, mise à niveau);F;Paris
0;;Ecole IRIS - Institut des Ressources Informatiques Supérieur;Formations professionnelles;Etudiants (réorientation, mise à niveau);M;Paris
0;;Ecole IRIS - Institut des Ressources Informatiques Supérieur;Première;Autres;F;Paris
1;1;Ecole IRIS - Institut des Ressources Informatiques Supérieur;Terminale;Lycéens de Terminale;F;Paris
11;5;Ecole IRIS - Institut des Ressources Informatiques Supérieur;Terminale;Lycéens de Terminale;M;Paris
63;63;Ecole Jeannine Manuel;Terminale;Lycéens de Terminale;F;Paris
70;64;Ecole Jeannine Manuel;Terminale;Lycéens de Terminale;M;Paris
0;;Ecole Nationale De Commerce;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
46;26;Ecole Nationale De Commerce;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
5;5;Ecole Nationale De Commerce;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
7;5;Ecole Nationale De Commerce;BTS - BTSA - BTSM;Non scolarisés;F;Paris
4;3;Ecole Nationale De Commerce;BTS - BTSA - BTSM;Non scolarisés;M;Paris
5;5;Ecole Nationale De Commerce;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);F;Paris
4;3;Ecole Nationale De Commerce;Certificats de spécialisation et FCIL;Etudiants (réorientation, mise à niveau);M;Paris
57;51;Ecole Nationale De Commerce;CPGE;Etudiants (réorientation, mise à niveau);F;Paris
16;16;Ecole Nationale De Commerce;CPGE;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Ecole Nationale De Commerce;CPGE;Non scolarisés;F;Paris
35;31;Ecole Nationale De Commerce;DCG;Etudiants (réorientation, mise à niveau);F;Paris
12;9;Ecole Nationale De Commerce;DCG;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Ecole Nationale De Commerce;DCG;Non scolarisés;M;Paris
3;3;Ecole Nationale De Commerce;Formations préparatoires à l'enseignement supérieur;Etudiants (réorientation, mise à niveau);F;Paris
3;3;Ecole Nationale De Commerce;Prépa autres écoles (Arts, Audiovisuel, Hôtellerie, ...);Etudiants (réorientation, mise à niveau);F;Paris
1;1;Ecole nationale des sciences géographiques - ENSG GEOMATIQUE;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Ecole nationale des sciences géographiques - ENSG GEOMATIQUE;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Créteil
21;14;ECOLE NATIONALE SUPERIEURE A.A-MET.D'ART.;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
1;;ECOLE NATIONALE SUPERIEURE A.A-MET.D'ART.;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Paris
9;9;Ecole Nationale Supérieure d'Architecture de Paris-Belleville;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Paris
6;5;Ecole Nationale Supérieure d'Architecture de Paris-Belleville;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Ecole Nationale Supérieure d'Architecture de Paris-Belleville;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;F;Paris
11;10;Ecole Nationale Supérieure d'Architecture de Paris-Est;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Créteil
3;2;Ecole Nationale Supérieure d'Architecture de Paris-Est;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);M;Créteil
0;;Ecole Nationale Supérieure d'Architecture de Paris-Est;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;F;Créteil
27;24;Ecole Nationale Supérieure d'Architecture de Paris-La Villette;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Paris
8;7;Ecole Nationale Supérieure d'Architecture de Paris-La Villette;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);M;Paris
4;4;Ecole Nationale Supérieure d'Architecture de Paris-La Villette;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;F;Paris
1;;Ecole Nationale Supérieure d'Architecture de Paris-La Villette;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;M;Paris
15;12;Ecole Nationale Supérieure d'Architecture de Paris-Malaquais;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Paris
3;3;Ecole Nationale Supérieure d'Architecture de Paris-Malaquais;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);M;Paris
16;19;Ecole Nationale Supérieure d'Architecture de Paris-Val de Seine;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Paris
4;4;Ecole Nationale Supérieure d'Architecture de Paris-Val de Seine;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);M;Paris
4;4;Ecole Nationale Supérieure d'Architecture de Paris-Val de Seine;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;F;Paris
6;6;Ecole Nationale Supérieure d'Architecture de Versailles;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Versailles
3;4;Ecole Nationale Supérieure d'Architecture de Versailles;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);M;Versailles
2;1;Ecole nationale supérieure d'arts de Paris-Cergy;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Ecole nationale supérieure d'arts de Paris-Cergy;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Versailles
1;;Ecole nationale supérieure d'arts et métiers;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
0;;Ecole nationale supérieure d'arts et métiers;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;;Ecole nationale supérieure d'arts et métiers;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Paris
1;2;Ecole nationale supérieure d'arts et métiers;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Paris
1;1;Ecole nationale supérieure d'arts et métiers;Master;Etudiants (réorientation, mise à niveau);F;Paris
0;;Ecole nationale supérieure d'arts et métiers;Master;Etudiants (réorientation, mise à niveau);M;Paris
0;;Ecole nationale supérieure de création industrielle - Les ateliers;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Ecole nationale supérieure de création industrielle - Les ateliers;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Paris
0;;Ecole nationale supérieure de création industrielle - Les ateliers;Formations d'art, de design et du spectacle vivant;Non scolarisés;F;Paris
0;;Ecole Nationale Supérieure de l'Electronique et de ses Applications;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Ecole Nationale Supérieure de l'Electronique et de ses Applications;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Ecole nationale supérieure de l'électronique et de ses applications de Cergy;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Versailles
1;1;Ecole nationale supérieure de l'électronique et de ses applications de Cergy;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Versailles
0;;Ecole nationale supérieure de l'électronique et de ses applications de Cergy;Master;Etudiants (réorientation, mise à niveau);M;Versailles
11;10;Ecole nationale supérieure de paysage Versailles;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Versailles
2;2;Ecole nationale supérieure de paysage Versailles;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);M;Versailles
4;2;Ecole Nationale Supérieure des Arts Décoratifs;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
3;3;Ecole Nationale Supérieure des Arts Décoratifs;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);M;Paris
3;3;Ecole nationale supérieure des Beaux-Arts de Paris;Formations d'art, de design et du spectacle vivant;Etudiants (réorientation, mise à niveau);F;Paris
1;1;Ecole nationale supérieure des Beaux-Arts de Paris;Formations d'art, de design et du spectacle vivant;Non scolarisés;M;Paris
1;1;École nationale vétérinaire d’Alfort;Formations des écoles vétérinaires;Etudiants (réorientation, mise à niveau);F;Créteil
0;1;ECOLE NORMALE SOCIALE;Formations diplômantes du travail social;Etudiants (réorientation, mise à niveau);F;Paris
1;1;ECOLE NORMALE SUPERIEURE de PARIS;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);F;Paris
1;1;ECOLE NORMALE SUPERIEURE de PARIS;Autre formation du supérieur;Etudiants (réorientation, mise à niveau);M;Paris
2;2;ECOLE NORMALE SUPERIEURE de PARIS;Master;Etudiants (réorientation, mise à niveau);F;Paris
1;1;ECOLE NORMALE SUPERIEURE de PARIS;Master;Etudiants (réorientation, mise à niveau);M;Paris
2;3;Ecole polytechnique;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);F;Versailles
2;2;Ecole polytechnique;Formations des écoles d'ingénieurs;Etudiants (réorientation, mise à niveau);M;Versailles
1;1;Ecole polytechnique;Master;Etudiants (réorientation, mise à niveau);F;Versailles
0;;Ecole privée Marbeuf Esthétique Elysées;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
13;13;Ecole privée Saint Bernard;Terminale;Lycéens de Terminale;M;Versailles
0;;Ecole professionnelle privée ECOFIH;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Créteil
0;;Ecole professionnelle privée ECOFIH;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Créteil
0;1;Ecole professionnelle privée ECOFIH;Terminale;Etudiants (réorientation, mise à niveau);F;Créteil
7;2;Ecole Saint-John Perse;Terminale;Lycéens de Terminale;F;Paris
11;8;Ecole Saint-John Perse;Terminale;Lycéens de Terminale;M;Paris
0;;Ecole secondaire privée British School of Paris;Terminale;Scolarité étrangère;F;Versailles
4;2;Ecole secondaire privée British School of Paris;Terminale;Scolarité étrangère;M;Versailles
8;8;Ecole secondaire privée Cours Sainte Clotilde;Terminale;Lycéens de Terminale;F;Versailles
6;5;ECOLE SECONDAIRE PRIVEE SERVICE A LA PERSONNE;Terminale;Lycéens de Terminale;F;Versailles
1;;Ecoles Grégoire-Ferrandi CCIP (Ecole secondaire professionnelle privée);Autre formation du secondaire;Autres;F;Paris
0;;Ecoles Grégoire-Ferrandi CCIP (Ecole secondaire professionnelle privée);Mise à niveau (MANAA, MANH, ...);Non scolarisés;M;Paris
0;;Ecole Sornas;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
9;5;Ecole Spéciale d'Architecture;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);F;Paris
8;4;Ecole Spéciale d'Architecture;Formations d'architecture, du paysage et du patrimoine;Etudiants (réorientation, mise à niveau);M;Paris
1;;Ecole Spéciale d'Architecture;Formations d'architecture, du paysage et du patrimoine;Non scolarisés;M;Paris
78;77;Ecole ST PIERRE FOURIER;Terminale;Lycéens de Terminale;F;Paris
70;67;Ecole ST PIERRE FOURIER;Terminale;Lycéens de Terminale;M;Paris
2;1;ECOLE SUPERIEURE DE COMMERCE DE PARIS-ECOLE EUROPEENNE DES AFFAIRES- CHAMBRE DE COMMERCE ET D INDUSTRIE DE PARIS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);F;Paris
1;1;ECOLE SUPERIEURE DE COMMERCE DE PARIS-ECOLE EUROPEENNE DES AFFAIRES- CHAMBRE DE COMMERCE ET D INDUSTRIE DE PARIS;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Paris
1;;Ecole supérieure d'économie et techniques de construction;BTS - BTSA - BTSM;Etudiants (réorientation, mise à niveau);M;Versailles
